ZIP,Population_gt18_c,Laborer_c,Unemployment_c,Median_male_income,Median_female_income,Civilian_pop,Uninsured_c,Females_c,Commuters_c,Drive_alone_c,Carpooled_c,Pub_trans_c,Walked_c,Home_c,Travel_time,Median_income,Laborer_p,Unemployment_p,Uninsured_p,Females_p,Drive_alone_p,Carpooled_p,Pub_trans_p,Walked_p,Home_p,mpg_min,mpg_mean,mpg_max,mpg_std,curbwt_mean,mcycle_frac,hybrid_frac,mpd_std,mpd_max,mpd_min,mpd_mean,car_frac,truck_frac,suv_frac,msrp_std,msrp_max,msrp_mean,vehicles,msrp_min,gender_income_inequality
1373,3825.0,2727.0,163.0,50698.0,41453.0,4631.0,73.0,2064.0,2519.0,1964.0,164.0,0.0,141.0,247.0,19.4,59821.0,71.3,4.3,1.6,2064.0,78.0,6.5,0.0,5.6,9.8,0.0,19.0947263461,51.0,8.32159696594,3278.19632174,0.0553955240417,1.61754930202,61.5148266232,2458.75,0.0,28.7307821848,51.9610015511,17.1061378241,15.0565034345,9350.90770884,95000.0,21429.2045203,9026.0,0.0,9245.0
1375,3185.0,2323.0,59.0,44844.0,46297.0,3647.0,77.0,1582.0,2198.0,1446.0,204.0,408.0,31.0,82.0,20.5,53938.0,72.9,1.9,2.1,1582.0,65.8,9.3,18.6,1.4,3.7,0.0,20.4077573347,51.0,8.31114226219,3177.72252611,0.0497265042268,1.65755014089,39.3066155725,819.83,0.0,25.9297712581,60.9481186806,15.1500082878,11.834908006,8614.88967996,82000.0,20594.0659705,6033.0,0.0,-1453.0
1376,4440.0,2890.0,318.0,49965.0,34759.0,5320.0,208.0,2438.0,2554.0,2068.0,318.0,0.0,52.0,66.0,20.7,39615.0,65.1,7.2,3.9,2438.0,81.0,12.5,0.0,2.0,2.6,0.0,19.3521333089,57.0,7.88164264295,3165.37264237,0.686687419886,0.640908258561,123.064913662,8438.7,0.0,25.2998086431,54.4131111518,16.8741988647,14.1182933529,8443.46959469,79000.0,19781.3587255,10922.0,0.0,15206.0
1378,566.0,408.0,24.0,50000.0,49773.0,631.0,3.0,284.0,367.0,299.0,48.0,0.0,2.0,18.0,33.7,59750.0,72.1,4.2,0.5,284.0,81.5,13.1,0.0,0.5,4.9,0.0,19.0894677237,51.0,9.95795765664,3372.59343148,0.0,3.5107587769,37.6589951096,504.44,0.0,25.6798187995,46.3193657984,29.8980747452,9.85277463194,7857.33095168,37000.0,20450.7361268,883.0,0.0,227.0
1379,888.0,594.0,55.0,40313.0,53000.0,976.0,44.0,438.0,490.0,328.0,27.0,16.0,10.0,109.0,34.8,53594.0,66.9,6.2,4.5,438.0,66.9,5.5,3.3,2.0,22.2,0.0,20.7403760072,57.0,8.32519543734,3292.39033124,0.268576544315,3.13339301701,57.5341759497,1508.77,0.0,28.7475828111,57.654431513,26.5890778872,10.1163831692,7840.31964954,63000.0,20310.6535363,1117.0,0.0,-12687.0
1420,32637.0,21212.0,2461.0,49146.0,39371.0,39734.0,1760.0,16105.0,18383.0,14307.0,1924.0,506.0,812.0,584.0,26.7,47421.0,65.0,7.5,4.4,16105.0,77.8,10.5,2.8,4.4,3.2,0.0,19.3175818168,51.0,6.88932731155,3404.03941784,0.298107214455,0.577989533703,382.163606762,100014.0,0.0,26.9569483715,53.3468718269,13.6192038324,21.3309380614,8960.75566882,93000.0,22419.276732,76818.0,0.0,9775.0
1430,4816.0,3621.0,268.0,73700.0,54417.0,6067.0,121.0,2407.0,3213.0,2921.0,192.0,30.0,10.0,60.0,35.9,81690.0,75.2,5.6,2.0,2407.0,90.9,6.0,0.9,0.3,1.9,0.0,18.2649324891,51.0,7.51834745667,3517.568083,0.366160652986,0.709436265161,43.2138630031,1611.08,0.0,27.5593882066,42.7568845831,23.6173621176,22.0459226486,8834.35159098,93000.0,22739.7208025,13109.0,0.0,19283.0
1431,2462.0,1787.0,73.0,55000.0,48250.0,3066.0,121.0,1271.0,1693.0,1483.0,48.0,4.0,25.0,133.0,32.7,75435.0,72.6,3.0,3.9,1271.0,87.6,2.8,0.2,1.5,7.9,0.0,17.3011345219,51.0,8.2166373219,3599.49756888,0.064829821718,1.00486223663,89.7808015716,4146.88,0.0,30.0433727715,38.4116693679,27.6175040519,20.794165316,9217.24320512,94000.0,22902.4311183,6170.0,0.0,6750.0
1432,5740.0,4072.0,462.0,60500.0,51050.0,6968.0,141.0,3086.0,3497.0,2947.0,106.0,200.0,13.0,207.0,29.8,58519.0,70.9,8.0,2.0,3086.0,84.3,3.0,5.7,0.4,5.9,0.0,19.1756169288,51.0,7.58737262024,3386.00562588,0.242935685974,1.05485232068,59.6195097802,2376.52,0.0,28.5638121724,51.4320419384,15.8163917658,19.6522183864,9105.78840746,90000.0,22109.1931978,15642.0,0.0,9450.0
1434,1526.0,256.0,65.0,31181.0,49750.0,540.0,17.0,191.0,160.0,87.0,24.0,0.0,30.0,19.0,18.5,101000.0,16.8,4.3,3.1,191.0,54.4,15.0,0.0,18.8,11.9,0.0,14.9057971014,47.0,10.5595369603,2793.47826087,0.0,0.36231884058,590.470040411,9619.93,0.0,80.1072826087,45.2898550725,15.2173913043,5.79710144928,13052.1039551,59000.0,18449.2753623,276.0,0.0,-18569.0
1436,2714.0,1830.0,138.0,60603.0,35373.0,3412.0,105.0,1455.0,1692.0,1266.0,325.0,36.0,51.0,14.0,29.6,68771.0,67.4,5.1,3.1,1455.0,74.8,19.2,2.1,3.0,0.8,0.0,18.9481512084,37.0,7.2074053107,3457.63272051,0.103284445363,0.16525511258,53.2615596436,1070.22,0.0,28.6911010122,50.3614955588,22.6812642016,15.389382359,8334.04499025,80000.0,21481.0989465,4841.0,0.0,25230.0
1438,230.0,129.0,28.0,44766.0,,313.0,15.0,126.0,101.0,101.0,0.0,0.0,0.0,0.0,24.4,50599.0,56.1,12.2,4.8,126.0,100.0,0.0,0.0,0.0,0.0,0.0,11.9686013321,36.0,10.2803540723,2394.6717412,1.42721217888,0.0951474785918,125.770469046,3423.08,0.0,39.0389153187,28.2588011418,16.2702188392,10.1807802093,12335.0235119,52000.0,14921.0275928,1051.0,0.0,
1440,16741.0,10147.0,1137.0,52758.0,35512.0,19272.0,667.0,8372.0,8796.0,7023.0,978.0,35.0,360.0,220.0,26.0,48824.0,60.6,6.8,3.5,8372.0,79.8,11.1,0.4,4.1,2.5,0.0,19.4880914884,57.0,6.81886059273,3427.68638093,0.457926489473,0.397354202505,77.4028673715,8794.75,0.0,26.5933569161,54.9850992174,15.5355801614,17.6459186393,8061.69830303,77000.0,21846.752114,41273.0,0.0,17246.0
1450,8109.0,5660.0,297.0,108318.0,61650.0,10619.0,69.0,3985.0,5234.0,4382.0,244.0,87.0,48.0,391.0,34.1,117037.0,69.8,3.7,0.6,3985.0,83.7,4.7,1.7,0.9,7.5,0.0,19.5034559911,51.0,7.33715912801,3571.06156858,0.223740461065,2.37724239882,171.48875496,21788.0,0.0,29.8430145032,51.6081345639,13.2286547605,22.4939070678,9857.37316835,102000.0,25210.7954772,25029.0,0.0,46668.0
1451,3803.0,2585.0,234.0,128938.0,72500.0,4915.0,53.0,1877.0,2281.0,1784.0,96.0,41.0,33.0,293.0,32.7,144143.0,68.0,6.2,1.1,1877.0,78.2,4.2,1.8,1.4,12.8,0.0,19.4443901247,58.0,8.16618808207,3547.11154567,0.236291045384,4.45693799397,904.556977679,100000.0,0.0,37.5475686466,53.4425160922,9.38645807871,23.9142833863,11571.3111732,219000.0,26639.2080176,12273.0,0.0,56438.0
1452,3479.0,2501.0,245.0,59167.0,44250.0,4366.0,115.0,1640.0,2227.0,1987.0,169.0,12.0,0.0,59.0,36.2,77694.0,71.9,7.0,2.6,1640.0,89.2,7.6,0.5,0.0,2.6,0.0,18.1734329328,51.0,7.84038583954,3539.07112699,0.29230269568,0.627909494425,149.965262466,12797.5,0.0,31.1027844538,42.7303236982,24.2394716899,20.6560571614,8964.45450225,82000.0,22468.8751759,9237.0,0.0,14917.0
1453,33445.0,23223.0,2324.0,54107.0,40470.0,40748.0,2415.0,17106.0,20521.0,17446.0,1674.0,279.0,439.0,542.0,26.0,59720.0,69.4,6.9,5.9,17106.0,85.0,8.2,1.4,2.1,2.6,0.0,19.4906619505,51.0,6.76520886091,3455.1773623,0.317331985851,0.703385548257,106.054630372,16437.43,0.0,26.6166324406,55.205659424,13.0237493684,20.2243557352,9187.94767598,217000.0,23179.6766043,98950.0,0.0,13637.0
1460,6915.0,4704.0,207.0,95488.0,66019.0,8820.0,135.0,3602.0,4349.0,3714.0,323.0,91.0,28.0,164.0,30.1,107518.0,68.0,3.0,1.5,3602.0,85.4,7.4,2.1,0.6,3.8,0.0,19.0020411786,51.0,7.81441013883,3513.82676606,0.186368477103,2.09886403976,52.2740933441,2990.85,0.0,27.4693805467,48.020944267,15.5085197018,20.5804046858,10169.0250443,330000.0,23910.2325169,22536.0,0.0,29469.0
1462,8422.0,6100.0,432.0,62434.0,47040.0,10289.0,428.0,4379.0,5539.0,4698.0,354.0,54.0,42.0,297.0,32.0,78452.0,72.4,5.1,4.2,4379.0,84.8,6.4,1.0,0.8,5.4,0.0,17.9485649547,51.0,7.69823421184,3510.60800604,0.377643504532,0.868580060423,76.0335034853,9154.27,0.0,26.1911688066,45.4456193353,19.2787009063,21.503021148,9707.13960188,104000.0,23473.9425982,26480.0,0.0,15394.0
1463,9171.0,6952.0,421.0,72745.0,52151.0,11537.0,572.0,4628.0,6432.0,5411.0,474.0,49.0,23.0,362.0,33.6,85150.0,75.8,4.6,5.0,4628.0,84.1,7.4,0.8,0.4,5.6,0.0,18.5269503308,51.0,7.34799076221,3529.61010176,0.335829667193,0.977264331531,267.624298366,39575.0,0.0,29.6972828022,47.1504852739,19.0213923498,20.8147227726,9303.89334843,98000.0,23337.8110622,29777.0,0.0,20594.0
1464,6124.0,3017.0,240.0,57459.0,49286.0,5631.0,198.0,2554.0,2750.0,2238.0,86.0,196.0,7.0,155.0,33.0,69750.0,49.3,3.9,3.5,2554.0,81.4,3.1,7.1,0.3,5.6,0.0,18.0399787991,54.0,8.60051565569,3350.01892936,0.545165442568,1.24176573029,139.064093432,11795.54,0.0,29.8994964791,47.3915347922,16.9001287196,18.7400620883,9916.77851387,112000.0,21775.2706898,13207.0,0.0,8173.0
1467,314.0,188.0,24.0,63594.0,,401.0,0.0,155.0,155.0,88.0,0.0,0.0,4.0,63.0,23.4,174861.0,59.9,7.6,0.0,155.0,56.8,0.0,0.0,2.6,40.6,0.0,17.4384236453,51.0,11.2957497254,3393.59605911,0.0,7.88177339901,64.5982389459,639.67,0.0,27.8279310345,53.6945812808,14.7783251232,12.315270936,9916.11895892,52000.0,22674.8768473,203.0,0.0,
1468,3121.0,2210.0,222.0,65192.0,45167.0,3880.0,155.0,1541.0,1891.0,1687.0,92.0,0.0,0.0,93.0,26.2,82849.0,70.8,7.1,4.0,1541.0,89.2,4.9,0.0,0.0,4.9,0.0,18.3886103152,51.0,7.40641169124,3576.64756447,0.393982808023,0.334288443171,72.5265399163,2391.49,0.0,30.6566965138,45.6781279847,23.79417383,18.3739255014,8479.94379062,83000.0,22723.495702,8376.0,0.0,20025.0
1469,5253.0,3933.0,252.0,58640.0,44103.0,6822.0,163.0,2698.0,3665.0,3241.0,189.0,28.0,22.0,185.0,35.1,79140.0,74.9,4.8,2.4,2698.0,88.4,5.2,0.8,0.6,5.0,0.0,18.6692908543,51.0,7.37066185807,3505.38163479,0.55353957808,0.72575189126,90.9461779788,8708.75,0.0,28.2573337844,47.1615720524,21.009902208,19.8905221723,8731.34928438,66000.0,22741.0049819,16259.0,0.0,14537.0
1473,5852.0,4319.0,298.0,57528.0,48379.0,7282.0,114.0,2868.0,3920.0,3289.0,185.0,0.0,21.0,386.0,27.3,80294.0,73.8,5.1,1.6,2868.0,83.9,4.7,0.0,0.5,9.8,0.0,18.1590254707,51.0,7.77719841998,3529.34108527,0.332225913621,1.03543743079,108.135427796,8700.56,0.0,28.9662962348,45.4540420819,22.0930232558,20.0055370986,9891.31876071,124000.0,23393.4108527,18060.0,0.0,9149.0
1474,1668.0,1221.0,77.0,67365.0,56422.0,2159.0,55.0,827.0,1136.0,999.0,65.0,0.0,19.0,45.0,32.2,88646.0,73.2,4.6,2.5,827.0,87.9,5.7,0.0,1.7,4.0,0.0,17.1038737446,51.0,8.47154346679,3434.49067432,0.114777618364,0.832137733142,78.7586771019,3038.7,0.0,27.8245566714,40.7460545194,24.3328550933,17.5896700143,10244.7794855,86000.0,22063.4146341,3485.0,0.0,10943.0
1475,8090.0,5503.0,314.0,56403.0,41455.0,10286.0,227.0,4041.0,4985.0,4173.0,459.0,9.0,167.0,94.0,34.5,61937.0,68.0,3.9,2.2,4041.0,83.7,9.2,0.2,3.4,1.9,0.0,18.3170096881,54.0,7.40217876191,3483.72776787,0.559116980768,0.308478334217,172.435669082,22009.3,0.0,29.8714151444,45.3463151299,22.8804164458,18.6388393503,8448.30972969,68000.0,21797.0790958,20747.0,0.0,14948.0
1501,13174.0,9119.0,558.0,62570.0,43883.0,15954.0,538.0,7237.0,8358.0,7345.0,587.0,39.0,122.0,172.0,25.1,73561.0,69.2,4.2,3.4,7237.0,87.9,7.0,0.5,1.5,2.1,0.0,19.0381307612,51.0,7.03340691368,3473.18492825,0.185308372137,0.513161645918,144.344686006,22072.0,0.0,28.0772638506,51.4943457189,14.7700275587,21.0325002376,9116.13338535,85000.0,23080.2765371,42092.0,0.0,18687.0
1503,2340.0,1736.0,110.0,53295.0,62768.0,2856.0,76.0,1137.0,1616.0,1304.0,108.0,18.0,10.0,140.0,24.6,95438.0,74.2,4.7,2.7,1137.0,80.7,6.7,1.1,0.6,8.7,0.0,17.4932718894,51.0,8.28844849153,3530.7281106,0.073732718894,1.62211981567,144.905629719,10046.0,0.0,27.0041824885,41.3456221198,21.5299539171,21.0322580645,10699.7210569,96000.0,23929.9539171,5425.0,0.0,-9473.0
1504,7328.0,5240.0,449.0,57094.0,47083.0,9006.0,397.0,3773.0,4684.0,4336.0,81.0,60.0,2.0,114.0,29.8,74042.0,71.5,6.1,4.4,3773.0,92.6,1.7,1.3,0.0,2.4,0.0,18.6938602611,51.0,7.31292777982,3460.61995415,0.433569221569,0.5481909698,869.528415844,122757.0,0.0,31.4407126483,49.1228944483,18.1650553175,19.5704176218,8923.71526748,88000.0,22176.76667,20066.0,0.0,10011.0
1505,3471.0,2512.0,91.0,88006.0,51588.0,4341.0,52.0,1696.0,2358.0,2076.0,43.0,52.0,0.0,169.0,26.8,94676.0,72.4,2.6,1.2,1696.0,88.0,1.8,2.2,0.0,7.2,0.0,19.0189978891,51.0,7.46755762066,3492.50083324,0.088879013443,1.14431729808,60.6769267813,4281.76,0.0,27.5488379069,52.2830796578,12.4541717587,22.1086545939,10674.7260803,82000.0,24696.7003666,9001.0,0.0,36418.0
1506,2686.0,1759.0,77.0,52470.0,54583.0,3378.0,75.0,1391.0,1653.0,1490.0,130.0,2.0,8.0,18.0,32.3,62209.0,65.5,2.9,2.2,1391.0,90.1,7.9,0.1,0.5,1.1,0.0,17.2433943647,51.0,7.60353726915,3576.96524504,0.306983883346,0.175419361912,1207.79047151,113119.0,0.0,49.8569159083,33.0775134305,17.7502466835,13.9348755619,8960.5618175,69000.0,21494.9018748,9121.0,0.0,-2113.0
1507,9908.0,7176.0,478.0,69451.0,52059.0,12802.0,189.0,4991.0,6530.0,5626.0,611.0,24.0,22.0,176.0,30.7,95058.0,72.4,4.8,1.5,4991.0,86.2,9.4,0.4,0.3,2.7,0.0,18.2147229169,51.0,7.61515501316,3542.78004475,0.361984994077,0.862182440437,164.877383474,20000.0,0.0,29.6660309991,45.3731736212,18.7310780571,22.561537449,9559.90818808,129000.0,23327.2344346,30388.0,0.0,17392.0
1510,10970.0,8153.0,842.0,51986.0,50258.0,13509.0,541.0,5520.0,7194.0,5984.0,644.0,37.0,165.0,260.0,25.8,66308.0,74.3,7.7,4.0,5520.0,83.2,9.0,0.5,2.3,3.6,0.0,20.0289733149,51.0,6.59844238049,3430.35636168,0.329777568395,0.723491604132,169.393114164,25851.91,0.0,27.993245617,56.1900595619,14.0458323519,19.6688764007,8093.90813714,87000.0,22275.3306188,29717.0,0.0,1728.0
1515,1775.0,1233.0,117.0,51964.0,37407.0,2152.0,106.0,928.0,1098.0,867.0,124.0,16.0,12.0,44.0,35.0,62202.0,69.5,6.6,4.9,928.0,79.0,11.3,1.5,1.1,4.0,0.0,16.7714010128,34.0,7.9498137633,3473.98119122,0.0723414516518,0.120569086086,102.728295708,4678.0,0.0,28.0415818664,38.3891970099,22.0159151194,18.0371352785,9501.89382524,57000.0,22062.6959248,4147.0,0.0,14557.0
1516,6414.0,5303.0,558.0,63773.0,45736.0,8466.0,131.0,3062.0,4698.0,3919.0,427.0,23.0,64.0,231.0,31.1,80885.0,82.7,8.7,1.5,3062.0,83.4,9.1,0.5,1.4,4.9,0.0,18.1949122541,51.0,7.34300519384,3576.77135488,0.586658574824,0.581601173317,68.3297754957,2696.98,0.0,29.4052824559,43.0182572194,21.9288929348,22.1160167906,9070.00942091,90000.0,22999.0390937,19773.0,0.0,18037.0
1518,2191.0,1373.0,72.0,77448.0,50952.0,3089.0,79.0,1289.0,1301.0,1142.0,39.0,0.0,14.0,88.0,33.1,85224.0,62.7,3.3,2.6,1289.0,87.8,3.0,0.0,1.1,6.8,0.0,19.4819563153,47.0,6.76503977543,3569.91927825,0.0712250712251,1.02089268756,53.4738047358,1679.98,0.0,28.8848290598,48.4805318139,14.767331434,20.8689458689,9038.37999197,90000.0,23834.2830009,4212.0,0.0,26496.0
1519,4693.0,3462.0,160.0,82875.0,66071.0,6354.0,114.0,2324.0,3201.0,2657.0,189.0,97.0,11.0,240.0,35.6,109050.0,73.8,3.4,1.8,2324.0,83.0,5.9,3.0,0.3,7.5,0.0,19.5822811448,51.0,6.71612854387,3564.73765432,0.266554433221,1.74663299663,52.5644820131,2551.02,0.0,27.4005008418,53.0022446689,11.1181257015,25.6383277217,9282.16898192,135000.0,25004.4893378,14256.0,0.0,16804.0
1520,11155.0,7910.0,516.0,76672.0,54182.0,14215.0,65.0,5737.0,7228.0,6517.0,369.0,66.0,58.0,217.0,27.8,98879.0,70.9,4.6,0.5,5737.0,90.2,5.1,0.9,0.8,3.0,0.0,19.8598547659,51.0,6.48510008314,3506.07238836,0.265881411173,1.16930642118,539.074041643,100000.0,0.0,29.7445591515,55.4777288581,9.58602550174,23.6005489165,8957.1704325,151000.0,24360.3407856,34978.0,0.0,22490.0
1521,2059.0,1514.0,113.0,67250.0,42917.0,2477.0,113.0,950.0,1391.0,1135.0,174.0,4.0,7.0,57.0,34.3,69097.0,73.5,5.5,4.6,950.0,81.6,12.5,0.3,0.5,4.1,0.0,18.4554522784,51.0,7.43930842452,3534.09657674,0.0906823849467,0.521423713444,82.5889925092,3001.67,0.0,29.8849104511,43.1648152346,24.2802085695,22.3758784856,8168.13552028,51000.0,22240.761732,4411.0,0.0,24333.0
1522,2416.0,1845.0,164.0,70192.0,57143.0,2994.0,37.0,1351.0,1639.0,1501.0,50.0,0.0,35.0,38.0,27.5,88155.0,76.4,6.8,1.2,1351.0,91.6,3.1,0.0,2.1,2.3,0.0,19.4037333333,57.0,7.621422529,3401.20888889,0.124444444444,1.76,56.1691548103,2442.0,0.0,28.208512,51.2177777778,11.7866666667,23.36,8871.44520553,100000.0,22962.4888889,5625.0,0.0,13049.0
1523,6196.0,3530.0,228.0,66541.0,50179.0,6060.0,133.0,2562.0,3229.0,2703.0,232.0,31.0,68.0,185.0,27.1,82741.0,57.0,3.7,2.2,2562.0,83.7,7.2,1.0,2.1,5.7,0.0,19.2157933339,51.0,7.44059099783,3482.00635645,0.203732377149,1.56466465651,121.728202984,10733.0,0.0,29.3238179447,50.7212126151,13.9841903675,21.7260206992,9192.6492771,88000.0,23702.6322223,12271.0,0.0,16362.0
1524,5797.0,4171.0,349.0,62961.0,46104.0,6997.0,161.0,3138.0,3743.0,3197.0,269.0,22.0,115.0,129.0,29.4,71528.0,72.0,6.0,2.3,3138.0,85.4,7.2,0.6,3.1,3.4,0.0,18.3523571478,51.0,6.91760576424,3611.60174964,0.166631951677,0.215232937582,84.4359365416,7861.2,0.0,26.28570645,45.2752898702,20.2457821287,22.3564535166,8654.3083509,98000.0,23131.9169617,14403.0,0.0,16857.0
1525,110.0,65.0,20.0,,44706.0,136.0,0.0,30.0,45.0,45.0,0.0,0.0,0.0,0.0,,44167.0,59.1,18.2,0.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,16.679245283,32.0,8.52118710404,3330.33381713,0.0,0.435413642961,107.301093587,2075.27,0.0,34.8729317852,41.2191582003,22.06095791,17.5616835994,10260.6296662,52000.0,20847.605225,689.0,0.0,
1527,10962.0,7788.0,606.0,56377.0,43788.0,13091.0,455.0,5798.0,7077.0,5932.0,656.0,123.0,51.0,303.0,28.3,73436.0,71.0,5.5,3.5,5798.0,83.8,9.3,1.7,0.7,4.3,0.0,18.6305494992,51.0,7.16356334875,3497.44051569,0.34758428919,0.451859575947,128.556884936,13618.13,0.0,27.1805886814,49.4075267798,17.2401807438,21.4807090719,9397.59512354,98000.0,23124.4351755,31647.0,0.0,12589.0
1529,2348.0,1766.0,152.0,62773.0,37917.0,3163.0,180.0,1237.0,1575.0,1467.0,70.0,5.0,1.0,24.0,27.7,73611.0,75.2,6.5,5.7,1237.0,93.1,4.4,0.3,0.1,1.5,0.0,18.7371449787,51.0,7.3633585329,3561.79691851,0.278448115834,0.668275478003,45.1347436903,1663.09,0.0,25.3105606089,46.5008353443,20.9949879339,21.0135511416,8467.0032649,76000.0,22642.6582513,5387.0,0.0,24856.0
1531,832.0,609.0,39.0,67000.0,49732.0,1082.0,29.0,404.0,549.0,473.0,35.0,0.0,5.0,30.0,38.3,85625.0,73.2,4.7,2.7,404.0,86.2,6.4,0.0,0.9,5.5,0.0,15.179526356,36.0,8.59400310553,3475.09549274,1.06951871658,0.0,38.6028180848,379.88,0.0,25.8309854851,26.6615737204,34.2245989305,18.7929717341,10668.7004755,55000.0,21726.5087853,1309.0,0.0,17268.0
1532,11055.0,8088.0,503.0,86295.0,54589.0,14291.0,298.0,5609.0,7358.0,6085.0,503.0,122.0,145.0,479.0,27.9,103506.0,73.2,4.5,2.1,5609.0,82.7,6.8,1.7,2.0,6.5,0.0,19.7787845903,51.0,6.83972587249,3516.02278893,0.282148670646,1.79327183939,101.12542859,11199.0,0.0,27.8664009767,54.2051003798,9.36787845903,23.534997287,9880.30878682,129000.0,25041.9696148,36860.0,0.0,31706.0
1534,3873.0,2785.0,263.0,65054.0,58942.0,4968.0,75.0,2011.0,2401.0,2113.0,173.0,0.0,42.0,73.0,26.0,91518.0,71.9,6.8,1.5,2011.0,88.0,7.2,0.0,1.7,3.0,0.0,19.224777648,51.0,6.91889613009,3530.41056509,0.60192255862,0.979247147606,77.4954515527,3654.67,0.0,28.602567604,49.9146527715,15.6050669302,23.6816099182,8833.78071405,87000.0,23203.0365645,11131.0,0.0,6112.0
1535,3728.0,2563.0,157.0,59778.0,39839.0,4678.0,103.0,1929.0,2329.0,1948.0,226.0,1.0,36.0,118.0,33.3,58349.0,68.8,4.2,2.2,1929.0,83.6,9.7,0.0,1.5,5.1,0.0,18.1058513442,51.0,7.47409222175,3479.53610965,0.769636267791,0.400632577754,137.1086563,9730.5,0.0,29.0163299947,45.0395361096,21.6552451239,20.2741170269,8780.63473403,138000.0,22035.4243542,9485.0,0.0,19939.0
1536,5803.0,4130.0,336.0,63706.0,56295.0,7095.0,180.0,2966.0,3752.0,3042.0,285.0,101.0,51.0,247.0,29.7,89263.0,71.2,5.8,2.5,2966.0,81.1,7.6,2.7,1.4,6.6,0.0,19.4370822853,51.0,7.05186063107,3439.02263744,0.215594681998,1.26482213439,206.04181459,21576.67,0.0,29.1183988502,54.8113546533,11.6708587855,22.6805605462,9961.47610522,129000.0,24146.5325189,13915.0,0.0,7411.0
1537,1930.0,1430.0,199.0,61823.0,45813.0,2322.0,41.0,922.0,1220.0,974.0,127.0,35.0,19.0,51.0,27.0,69928.0,74.1,10.3,1.8,922.0,79.8,10.4,2.9,1.6,4.2,0.0,18.8010709505,51.0,7.81229298757,3437.72423025,0.160642570281,0.160642570281,102.448795896,4835.61,0.0,31.5482463186,50.3346720214,20.4819277108,17.5100401606,8932.32545429,74000.0,21772.4230254,3735.0,0.0,16010.0
1540,8724.0,6727.0,405.0,55524.0,46702.0,11163.0,409.0,4565.0,6195.0,5452.0,441.0,11.0,109.0,161.0,26.0,64877.0,77.1,4.6,3.7,4565.0,88.0,7.1,0.2,1.8,2.6,0.0,18.8486195689,54.0,7.29064988009,3487.09978705,0.437105390966,0.747188702507,115.311559234,11649.8,0.0,28.890592147,49.2920387044,17.5327829043,19.979825905,8841.28626442,115000.0,22573.3178914,26767.0,0.0,8822.0
1541,2635.0,1974.0,116.0,95781.0,60278.0,3423.0,61.0,1290.0,1798.0,1581.0,79.0,17.0,0.0,111.0,30.7,109008.0,74.9,4.4,1.8,1290.0,87.9,4.4,0.9,0.0,6.2,0.0,18.5458543526,57.0,7.92027295967,3506.88138663,0.0905445608589,2.25067908421,586.044380336,49976.0,0.0,37.4493907645,46.3976199715,18.3546759798,25.6111757858,10734.4914482,193000.0,24188.0739878,7731.0,0.0,35503.0
1542,1393.0,896.0,19.0,53902.0,33188.0,1545.0,11.0,760.0,849.0,768.0,49.0,12.0,0.0,10.0,25.8,73000.0,64.3,1.4,0.7,760.0,90.5,5.8,1.4,0.0,1.2,0.0,17.8768796992,47.0,7.33431026677,3566.60401003,0.125313283208,0.187969924812,70.536184294,2472.29,0.0,27.8589912281,42.9511278195,21.7418546366,22.2117794486,9053.09226824,83000.0,23021.6165414,3192.0,0.0,20714.0
1543,5968.0,4492.0,423.0,72866.0,45536.0,7939.0,38.0,2708.0,3945.0,3194.0,580.0,23.0,38.0,97.0,33.9,86453.0,75.3,7.1,0.5,2708.0,81.0,14.7,0.6,1.0,2.5,0.0,18.798052251,51.0,6.96770267441,3622.82481922,0.186610683462,0.618147888967,3136.93505578,400500.0,0.0,57.5247334966,45.7895964544,17.8271518544,24.6792628878,8693.41196848,82000.0,23648.3554934,17148.0,0.0,27330.0
1545,27144.0,19166.0,1176.0,79686.0,55775.0,35295.0,779.0,13800.0,17699.0,15113.0,1212.0,225.0,232.0,707.0,27.5,92100.0,70.6,4.3,2.2,13800.0,85.4,6.8,1.3,1.3,4.0,0.0,19.7272808149,51.0,6.72940708427,3491.84756016,0.262443841466,1.29220230417,423.442156801,95186.0,0.0,28.7245387216,56.1340687692,7.45740847827,23.1239713536,10605.1923453,176000.0,25173.3352609,89924.0,0.0,23911.0
1550,13047.0,8339.0,916.0,47424.0,33888.0,16617.0,713.0,6974.0,7276.0,5815.0,1053.0,33.0,178.0,124.0,22.6,46955.0,63.9,7.0,4.3,6974.0,79.9,14.5,0.5,2.4,1.7,0.0,19.6023612236,58.0,6.88519504089,3368.60008722,0.277241293377,0.305276929786,195.433361044,28090.28,0.0,27.6719833655,55.2738147156,14.098810043,18.7496106162,8637.03993832,88000.0,21660.8311009,32102.0,0.0,13536.0
1560,2998.0,2212.0,174.0,61458.0,57500.0,4223.0,66.0,1661.0,2013.0,1625.0,147.0,30.0,1.0,121.0,32.3,68917.0,73.8,5.8,1.6,1661.0,80.7,7.3,1.5,0.0,6.0,0.0,20.2105773224,51.0,7.20665320673,3452.16668974,0.207669943237,1.13526235636,59.2193570848,2167.49,0.0,28.9413636993,54.3541464765,11.5602935069,19.8809358992,8603.33610482,81000.0,23037.9343763,7223.0,0.0,3958.0
